SITENAME,Date,Plot,Plot_Size,Species,Shell_Height,Shell_Width,Wet_Weight,AFDW
Rabbit Key Basin,2000-10-09,3,1,Zafrona taylorae,8.1,3.4,0.048,NA
Rabbit Key Basin,2000-10-09,3,1,Zafrona taylorae,8.8,3.7,0.061,NA
Rabbit Key Basin,2000-10-09,4,2,Zafrona taylorae,8.3,3.6,NA,NA
Rabbit Key Basin,2000-10-09,5,3,Zafrona taylorae,9.4,4.5,0.074,NA
Rabbit Key Basin,2000-10-09,5,3,Zafrona taylorae,8.5,4.1,0.068,NA
Rabbit Key Basin,2000-10-09,5,3,Zafrona taylorae,8.5,3.9,0.068,NA
Rabbit Key Basin,2000-10-09,5,3,Zafrona taylorae,8.9,4.5,0.083,NA
Rabbit Key Basin,2000-10-09,5,3,Zafrona taylorae,9.2,4.2,0.087,NA
Rabbit Key Basin,2000-10-09,5,3,Zafrona taylorae,8.8,3.7,0.06,NA
Rabbit Key Basin,2000-10-09,5,3,Zafrona taylorae,6.1,2.6,0.032,NA
Rabbit Key Basin,2000-12-08,4,1,Astrea phoebia,5.6,18.2,0.391,63.8
Rabbit Key Basin,2000-12-08,4,1,Astrea phoebia,7.1,20,0.763,77
Rabbit Key Basin,2000-12-08,2,1,Cerithium eburneum,25,10.1,0.879,NA
Rabbit Key Basin,2000-12-08,2,1,Cerithium eburneum,23.5,10.6,0.925,NA
Rabbit Key Basin,2000-12-08,2,1,Cerithium eburneum,22.3,9.1,0.684,NA
Rabbit Key Basin,2000-12-08,2,1,Cerithium muscarum,16,5,0.215,NA
Rabbit Key Basin,2000-12-08,3,1,Cerithium muscarum,8.9,7.6,0.453,NA
Rabbit Key Basin,2000-12-08,1,1,Columbella rusticoides,14.3,7,0.384,NA
Rabbit Key Basin,2000-12-08,2,1,Columbella rusticoides,15.3,7.5,0.473,NA
Rabbit Key Basin,2000-12-08,3,1,Columbella rusticoides,14,7,0.316,NA
Rabbit Key Basin,2000-12-08,5,1,Columbella rusticoides,14.6,7.7,0.502,NA
Rabbit Key Basin,2000-12-08,6,1,Columbella rusticoides,15.1,8,0.551,NA
Rabbit Key Basin,2000-12-08,1,1,Modulus modulus,10.5,13.3,0.878,47.8
Rabbit Key Basin,2000-12-08,1,1,Modulus modulus,11.3,13.5,0.983,51.4
Rabbit Key Basin,2000-12-08,1,1,Modulus modulus,9.5,12.6,0.668,37.2
Rabbit Key Basin,2000-12-08,1,1,Modulus modulus,10.2,13.4,0.852,49.6
Rabbit Key Basin,2000-12-08,1,1,Modulus modulus,9.6,12.8,0.791,40
Rabbit Key Basin,2000-12-08,1,1,Modulus modulus,9.6,13,0.755,42.9
Rabbit Key Basin,2000-12-08,1,1,Modulus modulus,10.5,14.2,0.957,66.1
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10,12.9,0.707,41.4
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,9.5,13.6,0.786,53.3
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10,13.5,0.816,51.4
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,9.8,12.7,0.752,38.5
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10.2,14,0.839,61.5
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10.8,13.8,0.953,57.3
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10.4,13.5,0.848,51.4
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10.8,13.9,0.847,59.4
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10,13,0.771,42.9
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10.1,13.3,0.791,47.8
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,9.8,13.4,0.846,49.6
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10.4,13.4,0.806,49.6
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,10,12.7,0.713,38.5
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,7.8,10.8,0.361,19.5
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,9.7,12.3,0.633,33.4
Rabbit Key Basin,2000-12-08,2,1,Modulus modulus,9.4,12.5,0.7,35.9
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,10.5,13.5,0.876,51.4
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,11.8,15.2,1.26,94.7
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,10.3,13.8,0.927,57.3
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,9.8,13,0.842,42.9
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,11.7,13.9,1.074,59.4
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,10.7,14,1.014,61.5
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,11.2,13.2,0.893,46.1
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,8.9,12.9,0.711,41.4
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,10.5,14,0.848,61.5
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,11.2,15,1.199,88.2
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,10.2,13.9,0.895,59.4
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,10.4,13.5,0.825,51.4
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,9.5,11.8,0.666,27.9
Rabbit Key Basin,2000-12-08,3,1,Modulus modulus,10,14,0.838,61.5
Rabbit Key Basin,2000-12-08,4,1,Modulus modulus,10,13.5,0.834,51.4
Rabbit Key Basin,2000-12-08,4,1,Modulus modulus,10.3,13,0.875,42.9
Rabbit Key Basin,2000-12-08,4,1,Modulus modulus,9.8,12.4,0.638,34.6
Rabbit Key Basin,2000-12-08,4,1,Modulus modulus,7.4,10.3,0.294,16.3
Rabbit Key Basin,2000-12-08,4,1,Modulus modulus,7.1,9.8,0.245,13.6
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,9.8,13,0.762,42.9
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,9.7,13.3,0.783,47.8
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,9.8,12.7,0.743,38.5
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,10,14,0.89,61.5
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,10.8,13.9,0.902,59.4
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,10.2,14,1.017,61.5
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,9,12.2,0.589,32.2
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,10,14.2,0.934,66.1
Rabbit Key Basin,2000-12-08,5,1,Modulus modulus,9.4,12.2,0.656,32.2
Rabbit Key Basin,2000-12-08,6,1,Modulus modulus,9.6,13.5,0.812,51.4
Rabbit Key Basin,2000-12-08,6,1,Modulus modulus,9.4,13.4,0.725,49.6
Rabbit Key Basin,2000-12-08,6,1,Modulus modulus,10.2,13.7,0.764,55.2
Rabbit Key Basin,2000-12-08,6,1,Modulus modulus,9.5,13.1,0.718,44.5
Rabbit Key Basin,2000-12-08,6,1,Modulus modulus,10,12.6,0.718,37.2
Rabbit Key Basin,2000-12-08,6,1,Modulus modulus,9.1,12,0.614,30
Rabbit Key Basin,2000-12-08,6,1,Modulus modulus,5.9,8.4,0.139,8.2
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,12.7,15,1.588,111.6
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,13.5,15.1,1.733,115.1
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,12,14.5,1.56,95.7
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,11.8,14.5,1.253,95.7
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,12.3,15.5,1.602,130.2
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,11.5,15,1.412,111.6
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,12,14.5,1.307,95.7
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,12.3,14,1.348,82
Rabbit Key Basin,2000-12-08,1,1,Tegula fasciata,12.5,14.5,1.423,95.7
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,15.3,17.2,1.819,219.8
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12.2,14.9,1.448,108.3
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,11.2,15,1.362,111.6
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12.7,15.2,1.668,118.7
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12,14.7,1.396,101.8
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12.5,15.2,1.441,118.7
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12.2,15.5,1.572,130.2
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,11.5,13.7,1.187,74.8
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,11.8,14.5,1.386,95.7
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12.2,14.9,1.443,108.3
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12,14.7,1.34,101.8
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,12.8,14.5,1.331,95.7
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,11.9,14.5,1.206,95.7
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,11.5,14.3,1.217,90
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,10.7,13.5,0.956,70.3
Rabbit Key Basin,2000-12-08,2,1,Tegula fasciata,11.8,14.5,1.226,95.7
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,11.2,14.3,1.211,90
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,13,15.6,1.806,134.3
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,11.2,14.2,1.156,87.3
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,11.7,15.2,1.514,118.7
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,11.4,14.2,1.185,87.3
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,11.5,14.1,1.24,84.6
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,13,15.7,1.696,138.5
Rabbit Key Basin,2000-12-08,3,1,Tegula fasciata,10.3,13.2,0.887,64.1
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,13.2,15.7,1.738,138.5
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,12.4,15.8,1.743,142.8
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,13.1,15.7,1.739,138.5
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,11.5,15.1,1.519,115.1
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,12.5,15.6,1.584,134.3
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,13.5,16,1.807,151.9
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,13.2,16.7,1.794,188.5
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,12.3,14.7,1.554,101.8
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,12.5,15.6,1.444,134.3
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,12.9,14.8,1.57,105
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,11,14.1,1.227,84.6
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,13.1,15.3,1.698,122.5
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,11.4,15,1.344,111.6
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,11,13.8,1.096,77.1
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,12.8,14.6,1.554,98.7
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,11.4,13.9,1.173,79.6
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,11.8,14.9,1.42,108.3
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,10.5,13.6,1.155,72.5
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,9.7,13.3,0.848,66.1
Rabbit Key Basin,2000-12-08,4,1,Tegula fasciata,8.8,12.7,0.73,55
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,12.2,15.4,1.587,126.3
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,13.8,15,1.68,111.6
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,11.3,13.9,1.112,79.6
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,11.5,14.8,1.395,105
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,11.6,14.8,1.333,105
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,12,14.8,1.307,105
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,11.9,14.6,1.389,98.7
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,12.4,14.8,1.399,105
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,10.8,14.2,1.075,87.3
Rabbit Key Basin,2000-12-08,5,1,Tegula fasciata,10.9,12.9,1,58.5
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,13.2,15.8,1.813,142.8
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,8.8,12.1,0.636,45.7
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,13,15.9,1.721,147.3
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,11.6,13.7,1.225,74.8
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,11.9,14.8,1.513,105
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12.8,15.3,1.46,122.5
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,11.6,15.1,1.381,115.1
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12.2,15.3,1.424,122.5
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,13.2,16,1.859,151.9
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12.7,15.4,1.562,126.3
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,10.7,13.5,1.046,70.3
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,9.9,13.5,0.977,70.3
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12.5,14.8,1.442,105
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12.8,15.7,1.605,138.5
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,11.8,14.1,1.278,84.6
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12.3,14.4,1.368,92.8
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,13.7,15.5,1.817,130.2
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12,15,1.433,111.6
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,13,14.7,1.568,101.8
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12,14.9,1.358,108.3
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,13,14.4,1.513,92.8
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,12.3,14.4,1.268,92.8
Rabbit Key Basin,2000-12-08,6,1,Tegula fasciata,10.7,13.5,0.993,70.3
Rabbit Key Basin,2000-12-08,6,1,Tricolia thalassicola,3.9,3.1,0.021,NA
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,21.1,18.4,2.614,444.6
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,18.7,15.8,1.932,243.1
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,19,17.8,2.486,262.1
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,21.1,18.2,2.738,444.6
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,20.8,16.7,2.313,412.3
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,19.4,16.8,2.176,289.9
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,15.8,13.7,1.338,117.2
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,18,15.9,1.975,203.8
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,16.5,13.5,1.274,139.8
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,20.7,17,2.515,402.1
Rabbit Key Basin,2000-12-08,1,1,Turbo castanea,17.6,15.2,1.713,184.3
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,19,15.9,1.93,262.1
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,18.7,16,2.032,243.1
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,16.7,14.8,1.522,147
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,20.4,17.2,2.315,372.8
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,16.8,15.5,1.662,150.7
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,16,14.3,1.358,123.2
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,18.7,17.1,2.143,243.1
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,19.4,17,2.278,289.9
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,16.5,15.5,1.583,139.8
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,17.4,15,1.663,175.3
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,17.7,15.6,1.745,189
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,16.8,15,1.511,150.7
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,16.6,14.9,1.423,143.3
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,17.5,15.1,1.605,179.7
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,16,14.5,1.337,123.2
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,18,16.4,1.843,203.8
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,17.6,15.6,1.828,184.3
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,17.5,14.4,1.425,179.7
Rabbit Key Basin,2000-12-08,2,1,Turbo castanea,14.2,12.3,0.893,78.3
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,19.2,16.1,2.065,275.7
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,18,15,1.676,203.8
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,18.4,16.1,2.052,225.4
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,16.6,15,1.553,143.3
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,18.5,16,1.764,231.1
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,16.7,14.9,1.499,147
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,18.4,15.4,1.94,225.4
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,19.3,17.9,2.414,282.7
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,20.1,17.4,2.352,345.7
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,18.3,16.1,1.923,219.8
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,19.5,18.8,2.303,297.3
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,16,14.3,1.388,123.2
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,19,16.2,1.973,262.1
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,17.1,14.3,1.4,162.5
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,17.4,15.5,1.594,175.3
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,18,15.2,1.783,203.8
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,17.5,14.9,1.611,179.7
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,19.4,16,2.156,289.9
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,16.2,15.2,1.612,129.6
Rabbit Key Basin,2000-12-08,3,1,Turbo castanea,14.2,12.1,0.927,78.3
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19.1,15.9,1.953,268.8
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,20.9,17.9,2.791,422.8
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19.6,17.8,2.66,304.8
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,20,17.6,2.743,337.1
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19.5,17,2.332,297.3
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19.4,15.8,1.844,289.9
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19,16.4,2.8,262.1
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19.2,17.1,2.232,275.7
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,18.5,15.6,1.913,231.1
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,16.3,14.5,1.413,132.9
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,18,15.9,1.825,203.8
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19.9,16.5,2.284,328.7
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,18.2,16.2,1.763,214.3
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,18.4,16.2,1.919,225.4
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,19.5,16.4,2.257,297.3
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,17.4,14.5,1.613,175.3
Rabbit Key Basin,2000-12-08,4,1,Turbo castanea,14.5,12.8,1.014,84.5
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,21.3,17.9,1.675,467.6
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,19,16.6,2.085,262.1
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,20.8,18,2.489,412.3
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,20.5,17.4,2.508,382.3
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,19.2,17.4,2.266,275.7
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18.2,16.5,2.123,214.3
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,20.6,17.3,2.486,392.1
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,20.6,17.8,2.655,392.1
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,19.2,16.5,1.894,275.7
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,19.1,15.5,1.777,268.8
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18.8,16.8,2.002,249.3
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,19.1,16.7,2.099,268.8
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,19.8,17.9,2.505,320.6
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18.4,16.1,1.845,225.4
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.1,14.1,1.335,162.5
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.5,14.3,1.547,179.7
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,19,16.2,1.913,262.1
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18,15.5,1.767,203.8
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18,15.6,1.715,203.8
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,20,16.9,2.157,337.1
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18,15.4,1.929,203.8
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,16.6,14.8,1.552,143.3
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.5,15.8,1.758,179.7
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18.1,15.8,1.828,209
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.4,14.9,1.651,175.3
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.6,14.6,1.492,184.3
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.9,15.6,1.64,198.8
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,15.8,13.3,1.157,117.2
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,18.6,15.5,1.801,237
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.7,16,1.725,189
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,16.7,14.8,1.458,147
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,17.1,14,1.336,162.5
Rabbit Key Basin,2000-12-08,5,1,Turbo castanea,16.7,14.8,1.391,147
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,18.9,17.9,2.72,255.6
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,20.4,17.9,2.822,372.8
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,20,18.5,2.602,337.1
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,18.4,15.4,1.776,225.4
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,17.9,16,1.948,198.8
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,17.9,16.1,1.92,198.8
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,17.4,15.1,1.699,175.3
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,20,16,1.976,337.1
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,17.6,15.3,1.735,184.3
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,18.3,15.9,1.965,219.8
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,17.6,15.5,1.793,184.3
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,15.5,13.8,1.308,108.7
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,17.1,14.5,1.472,162.5
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,19.3,16,2.194,282.7
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,17.6,15.4,1.802,184.3
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,18.5,15.4,1.914,231.1
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,18,15.4,1.846,203.8
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,18.8,15.9,1.89,249.3
Rabbit Key Basin,2000-12-08,6,1,Turbo castanea,12,10.5,0.589,45
Rabbit Key Basin,2000-12-08,1,1,Vexillum sp.,14,5.6,NA,NA
Rabbit Key Basin,2000-12-08,3,1,Zafrona taylorae,8.7,3.8,0.066,NA
Rabbit Key Basin,2001-02-16,1,1,Astrea phoebia,11,17.6,2.058,125.8
Rabbit Key Basin,2001-02-16,2,1,Astrea phoebia,10,15.6,1.562,110.9
Rabbit Key Basin,2001-02-16,3,1,Astrea phoebia,9.1,26.4,1.505,99.1
Rabbit Key Basin,2001-02-16,5,1,Cerithium eburneum,20.9,9.5,0.716,NA
Rabbit Key Basin,2001-02-16,3,1,Cerithium muscarum,24.2,10,0.841,NA
Rabbit Key Basin,2001-02-16,1,1,Columbella rusticoides,15.3,8,0.528,NA
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,11.6,14.3,1.082,68.5
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,10.7,13.1,0.74,44.5
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,10.2,13.1,0.796,44.5
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,10.2,14.1,0.938,63.8
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,10.1,13.5,0.808,51.4
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,10.3,14.4,0.989,71.1
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,9.8,12.8,0.7,40
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,10,13.7,0.793,55.2
Rabbit Key Basin,2001-02-16,1,1,Modulus modulus,4.8,7.2,0.084,5.3
Rabbit Key Basin,2001-02-16,2,1,Modulus modulus,9.7,13,0.775,42.9
Rabbit Key Basin,2001-02-16,2,1,Modulus modulus,9.7,13.1,0.739,44.5
Rabbit Key Basin,2001-02-16,2,1,Modulus modulus,10,12.7,0.753,38.5
