year,section,species,length_1_mm,weight_g
2017,OG,Cutthroat trout,92,7.75
2017,OG,Cutthroat trout,137,26.53
2017,OG,Coastal giant salamander,28,0.76
2017,OG,Cutthroat trout,60,2.17
2017,OG,Cutthroat trout,44,0.88
2017,OG,Cutthroat trout,53,1.9
2017,OG,Cutthroat trout,42,0.66
2017,OG,Cutthroat trout,87,6.92
2017,OG,Cutthroat trout,128,21.23
2017,OG,Cutthroat trout,93,9.15
2017,OG,Cutthroat trout,94,8.54
2017,OG,Cutthroat trout,88,6.03
2017,OG,Coastal giant salamander,48,3.69
2017,OG,Coastal giant salamander,57,5.13
2017,OG,Coastal giant salamander,53,4.87
2017,OG,Coastal giant salamander,49,4.34
2017,OG,Coastal giant salamander,26,0.65
2017,OG,Coastal giant salamander,25,0.62
2017,OG,Coastal giant salamander,54,5.1
2017,OG,Coastal giant salamander,62,7.71
2017,OG,Coastal giant salamander,43,2.76
2017,OG,Coastal giant salamander,48,3.74
2017,OG,Coastal giant salamander,51,4.77
2017,OG,Coastal giant salamander,56,5.14
2017,OG,Coastal giant salamander,62,6.69
2017,OG,Coastal giant salamander,67,8.97
2017,OG,Coastal giant salamander,58,6.97
2017,OG,Coastal giant salamander,57,6.43
2017,OG,Coastal giant salamander,55,5.36
2017,OG,Coastal giant salamander,37,1.59
2017,OG,Coastal giant salamander,56,5.39
2017,OG,Coastal giant salamander,42,2.53
2017,OG,Coastal giant salamander,57,5.17
2017,OG,Coastal giant salamander,60,6.69
2017,OG,Coastal giant salamander,41,2.17
2017,OG,Coastal giant salamander,27,0.61
2017,OG,Coastal giant salamander,40,2.25
2017,OG,Coastal giant salamander,78,13.48
2017,OG,Coastal giant salamander,67,9.8
2017,OG,Coastal giant salamander,76,13.62
2017,OG,Coastal giant salamander,72,11.32
2017,OG,Coastal giant salamander,66,10.15
2017,OG,Coastal giant salamander,67,9.5
2017,OG,Coastal giant salamander,72,12.06
2017,OG,Coastal giant salamander,66,8.83
2017,OG,Coastal giant salamander,67,8.86
2017,OG,Coastal giant salamander,63,7.63
2017,OG,Coastal giant salamander,132,58.02
2017,OG,Cutthroat trout,46,0.79
2017,OG,Cutthroat trout,55,1.68
2017,OG,Cutthroat trout,92,8.09
2017,OG,Cutthroat trout,89,8.01
2017,OG,Cutthroat trout,84,6.51
2017,OG,Coastal giant salamander,58,6.96
2017,OG,Coastal giant salamander,28,0.73
2017,OG,Coastal giant salamander,38,2.02
2017,OG,Coastal giant salamander,42,2.82
2017,OG,Coastal giant salamander,48,4.75
2017,OG,Coastal giant salamander,52,4.25
2017,OG,Coastal giant salamander,51,4.06
2017,OG,Coastal giant salamander,56,5.25
2017,OG,Coastal giant salamander,58,5.96
2017,OG,Coastal giant salamander,36,1.43
2017,OG,Coastal giant salamander,38,1.75
2017,OG,Coastal giant salamander,38,1.75
2017,OG,Coastal giant salamander,58,6.19
2017,OG,Coastal giant salamander,67,9.11
2017,OG,Coastal giant salamander,27,0.8
2017,OG,Coastal giant salamander,73,10.92
2017,OG,Coastal giant salamander,71,9.9
2017,OG,Coastal giant salamander,60,7.46
2017,OG,Coastal giant salamander,86,17.74
2017,OG,Coastal giant salamander,83,17.3
2017,OG,Cutthroat trout,142,29.08
2017,OG,Cutthroat trout,121,17.08
2017,OG,Coastal giant salamander,57,5.9
2017,OG,Coastal giant salamander,52,4.29
2017,OG,Coastal giant salamander,39,1.62
2017,OG,Coastal giant salamander,63,7.72
2017,OG,Cutthroat trout,56,2.26
2017,OG,Cutthroat trout,96,8.53
2017,OG,Coastal giant salamander,54,4.64
2017,OG,Coastal giant salamander,46,3.4
2017,OG,Coastal giant salamander,43,2.68
2017,OG,Coastal giant salamander,62,8.13
2017,OG,Cutthroat trout,57,1.85
2017,OG,Coastal giant salamander,71,11.03
2017,OG,Coastal giant salamander,63,8.26
2017,OG,Coastal giant salamander,28,0.56
2017,OG,Coastal giant salamander,32,1.02
2017,OG,Coastal giant salamander,32,1.14
2017,OG,Coastal giant salamander,31,0.91
2017,OG,Coastal giant salamander,76,15.25
2017,OG,Cutthroat trout,127,20.32
2017,OG,Cutthroat trout,53,1.29
2017,OG,Cutthroat trout,47,0.78
2017,OG,Cutthroat trout,63,2.43
2017,OG,Cutthroat trout,55,1.61
2017,OG,Cutthroat trout,54,1.4
2017,OG,Cutthroat trout,55,1.65
2017,OG,Cutthroat trout,98,9.6
2017,OG,Cutthroat trout,113,14.26
2017,OG,Cutthroat trout,92,8.36
2017,OG,Coastal giant salamander,55,4.84
2017,OG,Coastal giant salamander,27,0.78
2017,OG,Coastal giant salamander,43,3.13
2017,OG,Coastal giant salamander,42,2.41
2017,OG,Coastal giant salamander,47,2.99
2017,OG,Coastal giant salamander,60,6.46
2017,OG,Coastal giant salamander,63,8.62
2017,OG,Coastal giant salamander,63,7.66
2017,OG,Coastal giant salamander,65,10.01
2017,OG,Coastal giant salamander,68,10.97
2017,OG,Coastal giant salamander,61,7.36
2017,OG,Coastal giant salamander,66,9.52
2017,OG,Coastal giant salamander,58,6.77
2017,OG,Coastal giant salamander,58,6.54
2017,OG,Coastal giant salamander,28,0.76
2017,OG,Coastal giant salamander,26,0.53
2017,OG,Coastal giant salamander,60,6.46
2018,CC,Cutthroat trout,47,1
2018,CC,Cutthroat trout,49,1.1
2018,CC,Cutthroat trout,49,1.2
2018,CC,Cutthroat trout,52,1.3
2018,CC,Cutthroat trout,43,0.8
2018,CC,Cutthroat trout,37,0.5
2018,CC,Cutthroat trout,56,1.8
2018,CC,Cutthroat trout,44,0.9
2018,CC,Cutthroat trout,46,1.2
2018,CC,Cutthroat trout,36,0.5
2018,CC,Cutthroat trout,42,0.9
2018,CC,Coastal giant salamander,41,1.5
2018,CC,Coastal giant salamander,51,3.8
2018,CC,Coastal giant salamander,54,4.3
2018,CC,Coastal giant salamander,52,3.5
2018,CC,Cutthroat trout,118,15.2
2018,CC,Cutthroat trout,86,6
2018,CC,Cutthroat trout,81,5.3
2018,CC,Coastal giant salamander,61,6.7
2018,CC,Coastal giant salamander,77,15.2
2018,CC,Coastal giant salamander,68,11
2018,CC,Coastal giant salamander,66,8.2
2018,CC,Coastal giant salamander,77,14.8
2018,CC,Coastal giant salamander,143,90.4
2018,CC,Coastal giant salamander,131,58.4
2018,CC,Coastal giant salamander,64,10.9
2018,CC,Coastal giant salamander,56,7.4
2018,CC,Coastal giant salamander,58,6.7
2018,CC,Coastal giant salamander,68,12.6
2018,CC,Coastal giant salamander,86,20.3
2018,CC,Coastal giant salamander,120,57.4
2018,CC,Cutthroat trout,44,0.9
2018,CC,Cutthroat trout,51,1.5
2018,CC,Cutthroat trout,49,1.1
2018,CC,Cutthroat trout,83,5.6
2018,CC,Cutthroat trout,101,10.2
2018,CC,Cutthroat trout,93,7.6
2018,CC,Cutthroat trout,82,5.3
2018,CC,Cutthroat trout,102,9.9
2018,CC,Cutthroat trout,152,35.7
2018,CC,Cutthroat trout,85,5.7
2018,CC,Cutthroat trout,95,8.3
2018,CC,Cutthroat trout,97,9
2018,CC,Cutthroat trout,103,10.7
2018,CC,Cutthroat trout,95,8.7
2018,CC,Cutthroat trout,85,6
2018,CC,Cutthroat trout,108,13.7
2018,CC,Coastal giant salamander,46,3.6
2018,CC,Coastal giant salamander,48,4.1
2018,CC,Cutthroat trout,56,1.9
2018,CC,Cutthroat trout,58,1.9
2018,CC,Cutthroat trout,47,0.9
2018,CC,Cutthroat trout,46,0.9
2018,CC,Cutthroat trout,42,1
2018,CC,Cutthroat trout,56,1.3
2018,CC,Cutthroat trout,46,0.8
2018,CC,Cutthroat trout,50,1.3
2018,CC,Cutthroat trout,44,0.8
2018,CC,Cutthroat trout,53,1.5
2018,CC,Cutthroat trout,47,1
2018,CC,Cutthroat trout,57,1.5
2018,CC,Cutthroat trout,147,34.5
2018,CC,Cutthroat trout,82,5.3
2018,CC,Cutthroat trout,95,8.3
2018,CC,Cutthroat trout,87,7.1
2018,CC,Cutthroat trout,36,0.6
2018,CC,Cutthroat trout,47,1.2
2018,CC,Cutthroat trout,48,1.2
2018,CC,Cutthroat trout,38,0.5
2018,CC,Cutthroat trout,41,0.9
2018,CC,Cutthroat trout,135,25.3
2018,CC,Cutthroat trout,35,0.4
2018,CC,Cutthroat trout,115,15.4
2018,CC,Cutthroat trout,98,9.2
2018,CC,Cutthroat trout,100,10.4
2018,CC,Cutthroat trout,118,17.5
2018,CC,Coastal giant salamander,42,2.2
2018,CC,Coastal giant salamander,28,0.9
2018,CC,Coastal giant salamander,46,3.7
2018,CC,Coastal giant salamander,41,2.5
2018,CC,Coastal giant salamander,54,5.7
2018,CC,Coastal giant salamander,47,3.9
2018,CC,Coastal giant salamander,52,3.9
2018,CC,Coastal giant salamander,53,4.4
2018,CC,Coastal giant salamander,46,3.6
2018,CC,Coastal giant salamander,48,3.4
2018,CC,Coastal giant salamander,37,1.8
2018,CC,Coastal giant salamander,57,5.2
2018,CC,Coastal giant salamander,56,5.7
2018,CC,Coastal giant salamander,67,10.3
2018,CC,Coastal giant salamander,62,8.7
2018,CC,Coastal giant salamander,66,9.7
2018,CC,Coastal giant salamander,78,18.2
2018,CC,Coastal giant salamander,70,11.3
2018,CC,Coastal giant salamander,70,10.5
2018,CC,Coastal giant salamander,64,8.8
2018,CC,Cutthroat trout,133,22.9
2018,CC,Cutthroat trout,137,28.2
2018,CC,Cutthroat trout,47,1.2
2018,CC,Cutthroat trout,52,1.3
2018,CC,Cutthroat trout,43,0.8
2018,CC,Cutthroat trout,44,0.8
2018,CC,Cutthroat trout,43,0.6
2018,CC,Cutthroat trout,39,0.5
2018,CC,Cutthroat trout,54,1.6
2018,CC,Cutthroat trout,89,8.8
2018,CC,Cutthroat trout,130,24.5
2018,CC,Cutthroat trout,156,39
2018,CC,Cutthroat trout,142,28.1
2018,CC,Cutthroat trout,123,18.2
2018,CC,Cutthroat trout,134,24
2018,CC,Cutthroat trout,114,15.5
2018,CC,Cutthroat trout,122,18.6
2018,CC,Cutthroat trout,57,2
2018,CC,Cutthroat trout,55,1.7
2018,CC,Cutthroat trout,50,1.2
2018,CC,Cutthroat trout,54,1.3
2018,CC,Cutthroat trout,47,1.1
2018,CC,Cutthroat trout,62,2.3
2018,CC,Cutthroat trout,101,9.6
2018,CC,Cutthroat trout,103,10
2018,CC,Cutthroat trout,93,8
2018,CC,Cutthroat trout,131,21.9
2018,CC,Cutthroat trout,101,10
2018,CC,Cutthroat trout,105,12.8
2018,CC,Cutthroat trout,85,6.4
2018,CC,Cutthroat trout,92,8.3
2018,CC,Cutthroat trout,84,5.8
2018,CC,Coastal giant salamander,54,5.4
2018,CC,Coastal giant salamander,42,2.9
2018,CC,Coastal giant salamander,53,5.7
2018,CC,Coastal giant salamander,32,1.5
2018,CC,Coastal giant salamander,54,6
2018,CC,Coastal giant salamander,57,4.4
2018,CC,Coastal giant salamander,80,14.8
2018,CC,Coastal giant salamander,63,8
2018,CC,Coastal giant salamander,67,9.6
2018,CC,Coastal giant salamander,62,8.6
2018,CC,Coastal giant salamander,84,15.8
2018,CC,Coastal giant salamander,71,11.1
2018,CC,Coastal giant salamander,70,10.9
2018,CC,Coastal giant salamander,66,10
2018,CC,Cutthroat trout,40,0.6
2018,CC,Cutthroat trout,47,1
2018,CC,Cutthroat trout,47,1.1
2018,CC,Cutthroat trout,37,0.5
2018,CC,Cutthroat trout,53,1.5
2018,CC,Cutthroat trout,100,10.7
2018,CC,Cutthroat trout,100,10
2018,CC,Cutthroat trout,88,7.1
2018,CC,Coastal giant salamander,50,4.7
2018,CC,Coastal giant salamander,75,13.9
2018,CC,Cutthroat trout,55,1.6
2018,CC,Cutthroat trout,36,0.4
2018,CC,Cutthroat trout,46,0.9
2018,CC,Cutthroat trout,69,3.7
2018,CC,Cutthroat trout,84,5.6
2018,CC,Coastal giant salamander,36,1.9
2018,CC,Coastal giant salamander,45,3.4
2018,CC,Coastal giant salamander,66,11.3
2018,CC,Coastal giant salamander,67,11.4
2018,CC,Cutthroat trout,43,0.8
2018,CC,Cutthroat trout,43,0.8
2018,CC,Cutthroat trout,45,0.9
2018,CC,Cutthroat trout,50,1.4
2018,CC,Cutthroat trout,44,0.9
2018,CC,Cutthroat trout,48,1.1
2018,CC,Cutthroat trout,90,7.7
2018,CC,Cutthroat trout,95,9.1
2018,CC,Cutthroat trout,96,9.4
2018,CC,Cutthroat trout,91,7.2
2018,CC,Cutthroat trout,114,17
2018,CC,Coastal giant salamander,46,3.6
2018,CC,Coastal giant salamander,36,2
2018,CC,Coastal giant salamander,38,2.5
2018,CC,Coastal giant salamander,37,1.9
2018,CC,Coastal giant salamander,38,2
2018,CC,Coastal giant salamander,37,2.2
2018,CC,Coastal giant salamander,35,1.7
2018,CC,Coastal giant salamander,36,1.7
2018,CC,Coastal giant salamander,38,2.3
2018,CC,Coastal giant salamander,52,4.4
2018,CC,Coastal giant salamander,46,2.9
2018,CC,Coastal giant salamander,46,3.4
2018,CC,Coastal giant salamander,75,14.5
2018,CC,Coastal giant salamander,73,13.2
2018,CC,Coastal giant salamander,78,15.6
2018,CC,Coastal giant salamander,74,12.4
2018,CC,Coastal giant salamander,94,18
2018,CC,Cutthroat trout,133,24.2
2018,CC,Cutthroat trout,171,54.6
2018,CC,Cutthroat trout,167,50.9
2018,CC,Cutthroat trout,50,1.2
2018,CC,Cutthroat trout,57,2.2
2018,CC,Cutthroat trout,51,1.3
2018,CC,Cutthroat trout,151,36.2
2018,CC,Cutthroat trout,39,0.7
2018,CC,Cutthroat trout,113,14.9
2018,CC,Cutthroat trout,118,17.6
2018,CC,Cutthroat trout,87,6.9
2018,CC,Cutthroat trout,56,1.6
2018,CC,Cutthroat trout,47,1.1
2018,CC,Cutthroat trout,78,4.9
2018,CC,Cutthroat trout,93,7.9
2018,CC,Cutthroat trout,97,8.7
2018,CC,Cutthroat trout,126,20
2018,CC,Cutthroat trout,91,7.3
2018,CC,Cutthroat trout,95,9
2018,CC,Cutthroat trout,96,8.9
2018,CC,Cutthroat trout,118,16.6
2018,CC,Cutthroat trout,149,32.6
2018,CC,Cutthroat trout,123,19.1
2018,CC,Cutthroat trout,95,9
2018,CC,Cutthroat trout,102,11.8
2018,CC,Cutthroat trout,85,6.4
2018,CC,Cutthroat trout,91,7.1
2018,CC,Cutthroat trout,148,29.2
2018,CC,Cutthroat trout,96,8.8
2018,CC,Cutthroat trout,100,9.9
2018,CC,Cutthroat trout,120,17
2018,CC,Cutthroat trout,91,7.6
2018,CC,Cutthroat trout,87,6.9
2018,CC,Cutthroat trout,134,23.1
2018,CC,Cutthroat trout,128,23.1
2018,CC,Coastal giant salamander,63,8
2018,CC,Coastal giant salamander,62,8.6
2018,CC,Coastal giant salamander,74,13.6
2018,CC,Cutthroat trout,42,0.7
2018,CC,Cutthroat trout,45,1
2018,CC,Cutthroat trout,51,1.1
2018,CC,Cutthroat trout,50,1.4
2018,CC,Cutthroat trout,48,1.1
2018,CC,Cutthroat trout,57,1.9
2018,CC,Cutthroat trout,42,0.8
2018,CC,Cutthroat trout,50,1.3
2018,CC,Cutthroat trout,44,0.9
2018,CC,Cutthroat trout,54,1.6
2018,CC,Cutthroat trout,41,0.7
2018,CC,Cutthroat trout,48,1.2
2018,CC,Cutthroat trout,41,0.5
2018,CC,Cutthroat trout,56,1.8
2018,CC,Cutthroat trout,43,0.9
2018,CC,Cutthroat trout,44,0.8
2018,CC,Cutthroat trout,148,37.9
2018,CC,Cutthroat trout,128,23.2
2018,CC,Cutthroat trout,79,5
2018,CC,Cutthroat trout,87,6.8
2018,CC,Cutthroat trout,42,0.7
2018,CC,Cutthroat trout,97,11.1
2018,CC,Cutthroat trout,134,26.5
2018,CC,Cutthroat trout,87,7.6
2018,CC,Cutthroat trout,164,42.8
2018,CC,Cutthroat trout,95,9
2018,CC,Cutthroat trout,102,12.3
2018,CC,Cutthroat trout,128,19.4
2018,CC,Cutthroat trout,118,15.5
2018,CC,Cutthroat trout,138,26.4
2018,CC,Cutthroat trout,124,17.8
2018,CC,Cutthroat trout,100,10.4
2018,CC,Cutthroat trout,103,10.8
2018,CC,Cutthroat trout,119,17.7
2018,CC,Coastal giant salamander,36,1.8
2018,CC,Coastal giant salamander,117,51.3
2018,CC,Coastal giant salamander,76,15.9
2018,CC,Coastal giant salamander,74,14.6
2018,CC,Coastal giant salamander,67,8.8
2018,CC,Cutthroat trout,119,18.6
2018,CC,Cutthroat trout,91,8.4
2018,CC,Cutthroat trout,125,20
2018,CC,Cutthroat trout,87,6.8
2018,CC,Cutthroat trout,129,20.4
2018,CC,Cutthroat trout,128,21.3
2018,CC,Cutthroat trout,107,11.5
2018,CC,Cutthroat trout,98,8.8
2018,CC,Coastal giant salamander,67,10.1
2018,CC,Coastal giant salamander,78,13.6
2018,CC,Coastal giant salamander,68,11.5
2018,CC,Coastal giant salamander,62,7.8
2018,CC,Coastal giant salamander,56,5.7
2018,CC,Coastal giant salamander,50,4.2
2018,CC,Coastal giant salamander,52,4.5
2018,CC,Coastal giant salamander,29,1.2
2018,CC,Cutthroat trout,51,1.3
2018,CC,Cutthroat trout,51,1.6
2018,CC,Cutthroat trout,58,2
2018,CC,Cutthroat trout,37,0.5
2018,CC,Cutthroat trout,43,0.8
2018,CC,Cutthroat trout,98,9.5
2018,CC,Cutthroat trout,153,36.9
2018,CC,Cutthroat trout,123,20
2018,CC,Cutthroat trout,125,19.8
2018,CC,Cutthroat trout,115,15.6
2018,CC,Coastal giant salamander,53,5.3
2018,CC,Coastal giant salamander,62,9.5
2018,CC,Coastal giant salamander,132,61.5
2018,CC,Cutthroat trout,41,0.7
2018,CC,Coastal giant salamander,38,2.8
2018,CC,Cutthroat trout,101,11
2018,CC,Cutthroat trout,46,1.2
2018,CC,Cutthroat trout,41,0.9
2018,CC,Cutthroat trout,43,1.1
2018,CC,Cutthroat trout,43,1.1
2018,CC,Cutthroat trout,49,1.3
2018,CC,Cutthroat trout,43,0.7
2018,CC,Cutthroat trout,84,6
2018,CC,Cutthroat trout,51,1.3
2018,CC,Cutthroat trout,78,5.3
2018,CC,Cutthroat trout,49,1.3
2018,CC,Cutthroat trout,89,7.5
2018,CC,Coastal giant salamander,37,1.9
2018,CC,Coastal giant salamander,51,4.8
2018,CC,Coastal giant salamander,74,15.6
2018,CC,Coastal giant salamander,76,13.1
2018,CC,Coastal giant salamander,62,7.9
2018,CC,Coastal giant salamander,62,8.3
2018,CC,Cutthroat trout,123,17.6
2018,CC,Cutthroat trout,98,10.3
2018,CC,Cutthroat trout,130,22.2
2018,CC,Cutthroat trout,116,15.5
2018,CC,Cutthroat trout,124,19.8
2018,CC,Cutthroat trout,89,7.2
2018,CC,Cutthroat trout,87,7.3
2018,CC,Coastal giant salamander,43,4
2018,CC,Coastal giant salamander,51,4.9
2018,CC,Coastal giant salamander,58,6.4
2018,CC,Cutthroat trout,52,1.3
2018,CC,Cutthroat trout,42,0.9
2018,CC,Cutthroat trout,192,74.6
2018,CC,Cutthroat trout,146,32.5
2018,CC,Cutthroat trout,82,5.4
2018,CC,Cutthroat trout,97,8.9
2018,CC,Cutthroat trout,97,9.1
2018,CC,Cutthroat trout,79,5.1
2018,CC,Coastal giant salamander,113,16.8
2018,CC,Coastal giant salamander,116,15.5
2018,CC,Coastal giant salamander,42,2.9
2018,CC,Coastal giant salamander,47,1.8
2018,CC,Coastal giant salamander,47,3.6
2018,CC,Coastal giant salamander,47,2.7
2018,CC,Coastal giant salamander,61,6.8
2018,CC,Coastal giant salamander,72,10.7
2018,CC,Coastal giant salamander,68,10.4
2018,CC,Coastal giant salamander,67,10.1
2018,CC,Coastal giant salamander,61,8.1
2018,CC,Cutthroat trout,147,31.6
2018,CC,Cutthroat trout,116,17.4
2018,CC,Cutthroat trout,124,19.8
2018,CC,Cutthroat trout,95,9.1
2018,CC,Cutthroat trout,90,8
2018,CC,Cutthroat trout,88,6.7
2018,CC,Cutthroat trout,43,0.9
2018,CC,Cutthroat trout,52,1.6
2018,CC,Cutthroat trout,50,1.2
2018,CC,Cutthroat trout,36,0.4
2018,CC,Cutthroat trout,91,7.9
2018,CC,Cutthroat trout,90,8
2018,CC,Cutthroat trout,90,7.5
2018,CC,Cutthroat trout,131,20.3
2018,CC,Coastal giant salamander,56,6.8
2018,CC,Coastal giant salamander,48,4.8
2018,CC,Coastal giant salamander,67,10.7
2018,CC,Cutthroat trout,118,16
2018,CC,Coastal giant salamander,67,11
2018,CC,Cutthroat trout,44,1
2018,CC,Cutthroat trout,88,7.1
2018,CC,Coastal giant salamander,52,4.4
2018,CC,Coastal giant salamander,82,16
2018,CC,Coastal giant salamander,71,11.5
2018,CC,Coastal giant salamander,67,9.7
2018,CC,Coastal giant salamander,76,7.9
2018,CC,Cutthroat trout,52,1.7
2018,CC,Coastal giant salamander,43,3.6
2018,CC,Cutthroat trout,129,23.1
2018,CC,Coastal giant salamander,74,13.8
2018,CC,Cutthroat trout,48,1.1
2018,CC,Cutthroat trout,35,0.4
2018,CC,Cutthroat trout,51,1.3
2018,CC,Cutthroat trout,44,0.9
2018,CC,Cutthroat trout,50,1.2
2018,CC,Cutthroat trout,48,1.1
2018,CC,Cutthroat trout,93,7.6
2018,CC,Cutthroat trout,91,7.5
2018,CC,Cutthroat trout,121,18
2018,CC,Cutthroat trout,116,15.5
2018,CC,Cutthroat trout,96,10.2
2018,CC,Coastal giant salamander,66,9.5
2018,CC,Coastal giant salamander,63,8.4
2018,CC,Coastal giant salamander,63,7.9
2018,CC,Coastal giant salamander,56,5
2018,CC,Coastal giant salamander,68,10.6
2018,CC,Coastal giant salamander,72,10.8
2018,CC,Coastal giant salamander,83,15.4
2018,CC,Coastal giant salamander,88,20.9
2018,CC,Coastal giant salamander,77,15.3
2018,CC,Coastal giant salamander,84,16.9
2018,CC,Coastal giant salamander,90,20.8
2018,CC,Coastal giant salamander,84,15.6
2018,CC,Coastal giant salamander,64,9.6
2018,CC,Coastal giant salamander,57,6.2
2018,CC,Coastal giant salamander,56,5.9
2018,CC,Coastal giant salamander,47,3.5
2018,CC,Coastal giant salamander,53,5.4
2018,CC,Coastal giant salamander,52,5
2018,CC,Coastal giant salamander,42,2
2018,CC,Cutthroat trout,48,1.1
2018,CC,Cutthroat trout,46,0.9
2018,CC,Cutthroat trout,51,1.3
2018,CC,Cutthroat trout,45,1
2018,CC,Cutthroat trout,42,0.8
2018,CC,Cutthroat trout,49,1.2
2018,CC,Cutthroat trout,42,0.8
2018,CC,Cutthroat trout,45,0.8
2018,CC,Cutthroat trout,39,0.6
2018,CC,Cutthroat trout,46,1.1
2018,CC,Cutthroat trout,50,1.2
2018,CC,Cutthroat trout,52,1.4
2018,CC,Cutthroat trout,47,1.1
2018,CC,Cutthroat trout,136,27.8
2018,CC,Cutthroat trout,86,6
2018,CC,Cutthroat trout,80,5.4
2018,CC,Cutthroat trout,51,1.5
2018,CC,Cutthroat trout,43,0.8
2018,CC,Cutthroat trout,46,0.8
2018,CC,Cutthroat trout,50,1.2
2018,CC,Cutthroat trout,50,1.4
2018,CC,Cutthroat trout,48,1.2
2018,CC,Cutthroat trout,48,1.1
2018,CC,Cutthroat trout,46,0.9
2018,CC,Cutthroat trout,118,17.2
2018,CC,Cutthroat trout,123,17.7
2018,CC,Cutthroat trout,122,19.3
2018,CC,Cutthroat trout,93,7.6
2018,CC,Cutthroat trout,93,8.6
2018,CC,Cutthroat trout,88,6.2
2018,CC,Cutthroat trout,78,5.3
2018,CC,Coastal giant salamander,27,0.8
2018,CC,Coastal giant salamander,22,0.7
2018,CC,Coastal giant salamander,27,0.7
2018,CC,Coastal giant salamander,53,4.8
2018,CC,Coastal giant salamander,57,6.6
2018,CC,Coastal giant salamander,36,1.8
2018,CC,Coastal giant salamander,52,5.2
2018,CC,Coastal giant salamander,58,7.1
2018,CC,Coastal giant salamander,52,5.2
2018,CC,Coastal giant salamander,46,3.3
2018,CC,Coastal giant salamander,77,14.2
2018,CC,Coastal giant salamander,64,10.5
2018,CC,Coastal giant salamander,87,22
2018,CC,Cutthroat trout,133,23.8
2018,CC,Cutthroat trout,111,14.5
2018,CC,Cutthroat trout,125,20
2018,CC,Cutthroat trout,98,9.4
2018,CC,Cutthroat trout,94,8.9
2018,CC,Cutthroat trout,88,7.1
2018,CC,Cutthroat trout,87,6.6
2018,CC,Cutthroat trout,90,7.4
2018,CC,Cutthroat trout,85,6
2018,CC,Cutthroat trout,92,7.8
2018,CC,Cutthroat trout,87,6.1
2018,CC,Cutthroat trout,94,8.4
2018,CC,Cutthroat trout,86,6.3
2018,CC,Cutthroat trout,45,0.9
2018,CC,Cutthroat trout,42,0.7
2018,CC,Cutthroat trout,40,0.6
2018,CC,Cutthroat trout,51,1.3
2018,CC,Cutthroat trout,47,1
2018,CC,Cutthroat trout,88,6.3
2018,CC,Cutthroat trout,35,0.5
2018,CC,Cutthroat trout,99,9.5
2018,CC,Cutthroat trout,125,20
2018,CC,Cutthroat trout,126,19.2
2018,CC,Cutthroat trout,136,25.7
2018,CC,Cutthroat trout,119,16.3
2018,CC,Cutthroat trout,109,13
2018,CC,Cutthroat trout,96,8.8
2018,CC,Cutthroat trout,112,14.2
2018,CC,Cutthroat trout,75,4.5
2018,CC,Cutthroat trout,79,5.1
2018,CC,Cutthroat trout,89,7.4
2018,CC,Coastal giant salamander,40,2.1
2018,CC,Coastal giant salamander,51,4.6
2018,CC,Cutthroat trout,50,1.3
2018,CC,Cutthroat trout,49,1.3
2018,CC,Cutthroat trout,52,1.4
2018,CC,Cutthroat trout,39,0.6
2018,CC,Cutthroat trout,39,0.6
2018,CC,Cutthroat trout,93,8.4
2018,CC,Cutthroat trout,137,26.3
2018,CC,Cutthroat trout,133,24.5
2018,CC,Cutthroat trout,95,8.6
2018,CC,Cutthroat trout,141,27.1
2018,CC,Cutthroat trout,112,17
2018,CC,Cutthroat trout,107,12.2
2018,CC,Cutthroat trout,96,8.7
2018,CC,Cutthroat trout,85,6.1
2018,CC,Cutthroat trout,92,8.2
2018,CC,Coastal giant salamander,67,9.4
2018,CC,Coastal giant salamander,72,11.8
2018,CC,Cutthroat trout,32,0.6
2018,CC,Cutthroat trout,49,1.2
2018,CC,Cutthroat trout,47,1.2
2018,CC,Cutthroat trout,47,1.1
2018,CC,Cutthroat trout,48,0.9
2018,CC,Cutthroat trout,38,0.4
2018,CC,Cutthroat trout,96,8.6
2018,CC,Cutthroat trout,93,9
2018,CC,Cutthroat trout,105,13.3
2018,CC,Coastal giant salamander,65,9.6
2018,CC,Cutthroat trout,100,10.8
2018,CC,Coastal giant salamander,50,5.1
2018,CC,Coastal giant salamander,34,1.7
2018,CC,Coastal giant salamander,25,0.5
2018,CC,Coastal giant salamander,50,6
2018,CC,Coastal giant salamander,53,7.3
2018,CC,Cutthroat trout,43,0.7
2018,CC,Cutthroat trout,54,1.6
2018,CC,Cutthroat trout,85,5.9
2018,CC,Coastal giant salamander,115,57.4
2018,CC,Cutthroat trout,46,1.2
2018,CC,Cutthroat trout,155,37.5
2018,CC,Coastal giant salamander,40,2.5
2018,OG,Cutthroat trout,45,1
2018,OG,Cutthroat trout,50,1.3
2018,OG,Cutthroat trout,43,0.9
2018,OG,Cutthroat trout,33,0.4
2018,OG,Cutthroat trout,52,1.3
2018,OG,Cutthroat trout,36,0.5
2018,OG,Cutthroat trout,80,5.1
2018,OG,Cutthroat trout,104,11.5
2018,OG,Cutthroat trout,127,21.3
2018,OG,Cutthroat trout,116,15.7
2018,OG,Cutthroat trout,80,5
2018,OG,Cutthroat trout,43,0.8
2018,OG,Cutthroat trout,31,0.3
2018,OG,Cutthroat trout,142,31.6
2018,OG,Cutthroat trout,103,10.8
2018,OG,Cutthroat trout,103,11
2018,OG,Cutthroat trout,117,16.3
2018,OG,Cutthroat trout,87,6.5
