CommonName,ScientificName,Authorship,ITIS_TSN,NY_Concern,Location,Sample_Date,ChorusCode,ChorusCount,Live_n,Dead_n,AmplectantPairs_N,EggMass_n,Juv_n,Sperm_n,TadLarv_n
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2020-04-02,1,2,0,0,0,500,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SleepyHollow,2020-04-02,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SleepyHollow,2020-04-02,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SleepyHollow,2020-04-02,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1860,173598,1,SleepyHollow,2020-04-02,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SleepyHollow,2020-04-02,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2020-04-02,2,3,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1853,173616,0,SleepyHollow,2020-04-02,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2020-04-02,NA,NA,0,0,0,56,0,700,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2020-04-02,0,0,0,0,0,55,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Bonticou,2020-04-03,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Bonticou,2020-04-03,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Bonticou,2020-04-03,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1864,173598,1,Bonticou,2020-04-03,NA,NA,0,0,0,11,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2020-04-03,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2020-04-03,2,3,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1857,173616,0,Bonticou,2020-04-03,NA,NA,7,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2020-04-03,NA,NA,0,0,0,12,0,100,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2020-04-03,0,0,0,0,0,200,0,NA,30
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Canaan,2020-04-03,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Canaan,2020-04-03,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Canaan,2020-04-03,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1865,173598,1,Canaan,2020-04-03,NA,NA,0,0,0,20,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Canaan,2020-04-03,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Canaan,2020-04-03,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1858,173616,0,Canaan,2020-04-03,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Canaan,2020-04-03,NA,NA,0,0,0,280,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Canaan,2020-04-03,0,0,0,0,0,300,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SkiLoop,2020-04-03,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SkiLoop,2020-04-03,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SkiLoop,2020-04-03,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1863,173598,1,SkiLoop,2020-04-03,NA,NA,0,0,0,25,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SkiLoop,2020-04-03,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SkiLoop,2020-04-03,1,1,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1856,173616,0,SkiLoop,2020-04-03,NA,NA,2,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SkiLoop,2020-04-03,NA,NA,0,0,0,355,0,380,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SkiLoop,2020-04-03,0,0,0,0,0,300,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Talus,2020-04-03,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Talus,2020-04-03,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Talus,2020-04-03,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1866,173598,1,Talus,2020-04-03,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,2020-04-03,NA,NA,0,0,0,0,0,0,5
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Talus,2020-04-03,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1859,173616,0,Talus,2020-04-03,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,2020-04-03,NA,NA,1,0,0,35,0,40,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Talus,2020-04-03,0,0,0,0,0,0,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Terrace,2020-04-03,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Terrace,2020-04-03,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Terrace,2020-04-03,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1862,173598,1,Terrace,2020-04-03,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Terrace,2020-04-03,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Terrace,2020-04-03,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1855,173616,0,Terrace,2020-04-03,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,2020-04-03,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2020-04-03,0,0,0,0,0,50,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Oakwood,2020-04-06,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Oakwood,2020-04-06,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Oakwood,2020-04-06,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1867,173598,1,Oakwood,2020-04-06,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Oakwood,2020-04-06,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Oakwood,2020-04-06,1,1,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1860,173616,0,Oakwood,2020-04-06,NA,NA,3,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Oakwood,2020-04-06,NA,NA,0,0,0,79,0,5,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Oakwood,2020-04-06,0,0,0,0,0,0,0,NA,2000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Canaan,2020-04-07,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Canaan,2020-04-07,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Canaan,2020-04-07,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1872,173598,1,Canaan,2020-04-07,NA,NA,0,0,0,20,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Canaan,2020-04-07,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Canaan,2020-04-07,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1865,173616,0,Canaan,2020-04-07,NA,NA,2,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Canaan,2020-04-07,NA,NA,0,0,0,280,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Canaan,2020-04-07,0,0,1,0,0,0,0,NA,2000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Hermits,2020-04-07,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Hermits,2020-04-07,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Hermits,2020-04-07,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1869,173598,1,Hermits,2020-04-07,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Hermits,2020-04-07,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Hermits,2020-04-07,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1862,173616,0,Hermits,2020-04-07,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Hermits,2020-04-07,NA,NA,0,0,0,16,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Hermits,2020-04-07,0,0,0,0,0,0,0,NA,1000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,LongWoodlandPool,2020-04-07,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,LongWoodlandPool,2020-04-07,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,LongWoodlandPool,2020-04-07,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1871,173598,1,LongWoodlandPool,2020-04-07,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,LongWoodlandPool,2020-04-07,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,2020-04-07,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1864,173616,0,LongWoodlandPool,2020-04-07,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,LongWoodlandPool,2020-04-07,NA,NA,0,0,0,32,0,20,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,LongWoodlandPool,2020-04-07,0,0,0,0,0,0,0,NA,500
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,NorthMudPond,2020-04-07,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,NorthMudPond,2020-04-07,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,NorthMudPond,2020-04-07,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1868,173598,1,NorthMudPond,2020-04-07,NA,NA,0,0,0,259,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,NorthMudPond,2020-04-07,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,NorthMudPond,2020-04-07,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1861,173616,0,NorthMudPond,2020-04-07,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,NorthMudPond,2020-04-07,NA,NA,0,0,0,19,0,100,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,NorthMudPond,2020-04-07,0,0,0,0,0,0,0,NA,3000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SleepyHollow,2020-04-07,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SleepyHollow,2020-04-07,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SleepyHollow,2020-04-07,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1870,173598,1,SleepyHollow,2020-04-07,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SleepyHollow,2020-04-07,NA,NA,0,0,0,0,0,0,1
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SleepyHollow,2020-04-07,1,1,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1863,173616,0,SleepyHollow,2020-04-07,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SleepyHollow,2020-04-07,NA,NA,0,0,0,65,0,10,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SleepyHollow,2020-04-07,0,0,0,0,0,0,0,NA,200
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Bonticou,2020-04-08,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Bonticou,2020-04-08,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Bonticou,2020-04-08,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1875,173598,1,Bonticou,2020-04-08,NA,NA,0,0,0,11,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2020-04-08,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2020-04-08,2,5,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1868,173616,0,Bonticou,2020-04-08,NA,NA,10,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2020-04-08,NA,NA,0,0,0,12,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2020-04-08,0,0,0,0,0,0,0,0,1000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SkiLoop,2020-04-08,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SkiLoop,2020-04-08,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SkiLoop,2020-04-08,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1874,173598,1,SkiLoop,2020-04-08,NA,NA,0,0,0,25,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SkiLoop,2020-04-08,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SkiLoop,2020-04-08,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1867,173616,0,SkiLoop,2020-04-08,NA,NA,2,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SkiLoop,2020-04-08,NA,NA,0,0,0,355,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SkiLoop,2020-04-08,0,0,0,0,0,0,0,0,2000
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Terrace,2020-04-08,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Terrace,2020-04-08,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Terrace,2020-04-08,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1873,173598,1,Terrace,2020-04-08,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Terrace,2020-04-08,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Terrace,2020-04-08,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1866,173616,0,Terrace,2020-04-08,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,2020-04-08,NA,NA,0,0,0,2,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2020-04-08,0,0,1,0,0,0,0,NA,300
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Talus,2020-04-12,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Talus,2020-04-12,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Talus,2020-04-12,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1876,173598,1,Talus,2020-04-12,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,2020-04-12,NA,NA,0,0,0,0,0,0,50
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Talus,2020-04-12,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1869,173616,0,Talus,2020-04-12,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,2020-04-12,NA,NA,0,0,0,35,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Talus,2020-04-12,0,0,0,0,0,0,0,0,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Terrace,2021-03-23,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Terrace,2021-03-23,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Terrace,2021-03-23,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1876,173598,1,Terrace,2021-03-23,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Terrace,2021-03-23,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Terrace,2021-03-23,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1869,173616,0,Terrace,2021-03-23,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Terrace,2021-03-23,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Terrace,2021-03-23,1,2,24,0,0,0,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,SkiLoop,2021-03-23,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,SkiLoop,2021-03-23,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,SkiLoop,2021-03-23,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1876,173598,1,SkiLoop,2021-03-23,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,SkiLoop,2021-03-23,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,SkiLoop,2021-03-23,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1869,173616,0,SkiLoop,2021-03-23,NA,NA,2,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,SkiLoop,2021-03-23,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,SkiLoop,2021-03-23,3,NA,105,0,12,0,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Bonticou,2021-03-23,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Bonticou,2021-03-23,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Bonticou,2021-03-23,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1876,173598,1,Bonticou,2021-03-23,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Bonticou,2021-03-23,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Bonticou,2021-03-23,1,1,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1869,173616,0,Bonticou,2021-03-23,NA,NA,2,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Bonticou,2021-03-23,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Bonticou,2021-03-23,1,2,7,0,0,0,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Canaan,2021-03-23,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Canaan,2021-03-23,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Canaan,2021-03-23,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1876,173598,1,Canaan,2021-03-23,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Canaan,2021-03-23,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Canaan,2021-03-23,1,2,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1869,173616,0,Canaan,2021-03-23,NA,NA,1,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Canaan,2021-03-23,NA,NA,0,0,0,0,0,0,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Canaan,2021-03-23,3,NA,400,0,10,0,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,Talus,2021-03-25,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,Talus,2021-03-25,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,Talus,2021-03-25,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1876,173598,1,Talus,2021-03-25,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,Talus,2021-03-25,NA,NA,0,0,0,0,0,0,12
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,Talus,2021-03-25,0,0,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1869,173616,0,Talus,2021-03-25,NA,NA,0,0,0,0,0,0,0
Spotted Salamander,Ambystoma maculatum,Shaw 1802,173590,0,Talus,2021-03-25,NA,NA,0,0,0,0,0,500,0
Wood Frog,Lithobates sylvaticus,LeConte 1825,775117,0,Talus,2021-03-25,0,0,0,0,0,0,0,NA,0
Blue-Spotted Salamander,Ambystoma laterale,Hallowell 1856,173599,1,LongWoodlandPool,2021-03-25,NA,NA,0,0,0,0,0,0,0
Bullfrog,Lithobates catesbeianus,Shaw 1802,775084,0,LongWoodlandPool,2021-03-25,0,0,0,0,0,0,0,NA,0
Green Frog,Lithobates clamitans,Latreille in Sonnini de Manoncourt and Latreille 1801,775087,0,LongWoodlandPool,2021-03-25,0,0,0,0,0,0,0,NA,0
Jefferson Salamander,Ambystoma jeffersonianum,Green 1876,173598,1,LongWoodlandPool,2021-03-25,NA,NA,0,0,0,0,0,0,0
Marbled Salamander,Ambystoma opacum,Gravenhorst 1807,173591,1,LongWoodlandPool,2021-03-25,NA,NA,0,0,0,0,0,0,0
Northern Spring Peeper,Pseudacris crucifer crucifer,Wied-Neuwied 1838,207304,0,LongWoodlandPool,2021-03-25,1,2,0,0,0,0,0,NA,0
Red-Spotted Newt,Notophthalmus viridescens viridenscens,Rafinesque 1869,173616,0,LongWoodlandPool,2021-03-25,NA,NA,0,0,0,0,1,0,0
