Location,Sample_Date,Sky_Code,Wind_Code,PDP,Air_Temp_C,Water_Temp_C,pH,Water_Depth,Water_Level,Visibility_Imp,Surface_Ice,Surface_Veg,SurfaceVeg_Spp,Odor,Shrimp,Snails,Turbidity_NTU,Chloride,Conductivity,DO,Nitrate
NorthMudPond,1998-03-06,0,NA,NA,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1998-03-10,1,4,1,-2.2,6.1,4.71,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1998-03-13,1,NA,NA,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1998-03-13,2,NA,0,-2.2,3.6,4.63,NA,NA,NA,90,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NorthMudPond,1998-03-27,2,NA,0,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,1998-03-27,2,NA,0,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1998-03-31,2,NA,0,27.8,19.4,4.58,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1998-04-20,2,NA,1,9.4,12.2,6.61,NA,100,NA,NA,75,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1998-04-20,2,NA,1,9.4,12.8,6.71,NA,NA,NA,NA,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1998-04-20,2,NA,1,9.4,11.1,4.57,NA,100,0,NA,15,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1998-04-20,2,NA,1,9.4,10.6,4.41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,1998-04-21,1,NA,1,15.6,16.4,6.15,NA,NA,0,NA,30,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,1998-04-30,1,NA,0,16.7,12.2,5.87,NA,NA,NA,NA,75,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,1998-04-30,1,NA,0,16.7,14.4,6.73,NA,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,1998-05-06,2,NA,1,15.6,12.2,6.15,NA,100,0,NA,10,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,1998-05-06,2,NA,1,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1999-03-23,1,NA,1,7.8,NA,NA,NA,100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-03-23,1,NA,1,7.8,6.1,4.65,NA,100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-03-27,0,NA,0,11.1,8.6,4.55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-04-02,1,NA,0,15,13.9,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-04-07,0,NA,0,18.9,12.8,4.6,NA,100,0,NA,10,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,1999-04-08,0,2,0,22.8,21.1,6.63,NA,100,1,NA,50,Duckweed/Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1999-04-08,0,7,0,22.2,21.1,4.36,54.52,NA,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,1999-04-20,5,NA,NA,9.4,NA,NA,NA,NA,NA,NA,100,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1999-04-20,5,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,1999-04-20,5,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-04-20,5,NA,1,9.4,-17.8,4.72,147.46,NA,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,1999-05-07,2,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-05-07,2,0,0,14.4,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-05-13,0,NA,0,11.7,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,1999-05-20,0,NA,1,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,1999-05-20,0,NA,1,18.9,15,4.71,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2000-03-02,3,NA,0,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2000-03-07,6,NA,0,15.6,7.2,4.71,NA,100,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2000-03-16,5,NA,0,10,10.8,4.63,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2000-03-16,5,NA,0,10,11.1,4.8,64.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2000-03-22,2,NA,0,8.6,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2000-03-22,2,NA,0,8.6,11.1,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2000-03-22,2,NA,0,8.6,8.1,4.65,NA,100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2000-04-07,2,NA,0,8.6,9.7,4.65,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2000-04-15,1,NA,0,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2000-05-05,2,NA,0,21.1,15.6,4.59,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2000-05-18,2,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2001-03-09,NA,NA,0,-0.3,NA,NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-04-03,2,NA,NA,1.7,0,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2001-04-05,0,NA,0,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-04-07,2,NA,NA,6.1,4.4,4.59,NA,100,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-04-11,2,NA,1,10,8.9,4.49,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-04-15,2,NA,0,7.2,9.4,4.61,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2001-04-16,2,NA,0,8.1,12.2,6.57,NA,NA,NA,NA,25,Duckweed/Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2001-04-16,2,NA,0,8.1,12.2,6.47,NA,NA,NA,NA,33,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2001-04-16,2,NA,0,8.1,11.7,6.62,NA,NA,NA,NA,15,Algae,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-04-16,2,NA,NA,8.1,11.1,4.57,NA,NA,NA,NA,10,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2001-04-16,2,NA,0,8.1,13.3,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2001-04-17,2,NA,0,6.4,12.8,6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2001-04-17,2,NA,0,6.4,9.7,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2001-04-17,2,NA,0,6.4,9.4,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2001-04-20,0,NA,NA,8.3,10,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-04-20,2,NA,0,8.3,10.6,4.59,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2001-04-23,2,NA,0,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2001-04-23,2,NA,0,23.4,18.3,6.45,84,100,NA,NA,75,Algae,,1,NA,NA,NA,NA,NA,NA
Hermits,2001-04-27,1,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-04-27,1,NA,0,18.3,16.7,4.69,124.6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2001-05-03,0,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-05-03,0,NA,0,20.6,21.7,4.69,132,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2001-05-17,2,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2001-05-17,2,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2001-05-17,2,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-05-17,2,NA,0,12.8,-17.8,NA,0,NA,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-05-24,2,NA,1,15,15,5.38,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2001-05-31,1,NA,NA,10.6,11.9,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-01-31,5,NA,NA,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-01-31,5,NA,NA,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2002-02-22,2,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2002-02-22,2,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2002-02-22,2,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-02-27,8,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-02-27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-03-05,1,NA,NA,-8.9,4.4,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-03-05,1,NA,NA,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-03-07,1,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-03-07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2002-03-08,1,2,NA,11.7,13.3,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-03-15,2,NA,1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-03-15,2,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-03-28,2,NA,1,2.8,11.7,4.17,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2002-03-28,2,NA,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2002-03-28,0,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-03-28,2,NA,1,2.8,12.5,4.6,146,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,2002-04-09,2,0,0,12.7,10,6.48,NA,100,0,NA,15,Algae/Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2002-04-09,2,0,0,12.7,14.7,6.46,NA,100,0,NA,NA,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2002-04-09,2,0,0,12.7,13.9,5.76,NA,NA,NA,NA,NA,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2002-04-09,2,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2002-04-10,0,NA,0,12.4,23.9,6.52,NA,100,1,NA,50,Duckweed/Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-04-10,0,NA,0,5.6,10.6,4.25,NA,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2002-04-10,0,NA,0,5.6,12.2,5.72,NA,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2002-04-10,0,NA,0,12.4,20.8,6.88,NA,NA,NA,NA,25,Algae,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-04-10,0,NA,0,5.6,9.2,4.83,140,100,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Talus,2002-04-15,0,NA,1,21.9,-17.8,NA,23.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2002-04-24,1,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-04-24,2,NA,0,11.1,16.1,4.97,NA,NA,1,NA,15,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2002-04-24,1,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2002-04-30,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2002-05-24,2,NA,0,20.6,15,4.51,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2002-05-28,6,NA,0,19.2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2003-03-18,3,NA,0,10,NA,NA,NA,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2003-03-28,2,NA,1,9.4,16.9,6.55,NA,NA,NA,NA,25,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2003-03-28,1,NA,1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2003-03-28,1,4,1,12.2,5.8,4.55,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2003-04-14,0,NA,0,7.2,11.1,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2003-04-14,0,NA,0,7.2,10.6,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2003-04-16,2,NA,0,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2003-04-21,0,NA,0,8.5,12.2,6.63,NA,NA,NA,NA,50,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2003-04-21,0,NA,0,8.5,15.6,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2003-04-22,2,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2003-04-25,1,NA,NA,8.3,11.1,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2003-04-29,2,NA,0,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2003-05-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2003-05-01,5,NA,0,11.1,18.9,4.64,144,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2003-05-15,1,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2003-05-15,2,NA,0,12.2,-17.8,NA,134.76,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2003-05-28,3,NA,1,13.9,16.7,4.38,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2003-05-28,3,NA,1,13.9,14.2,4.64,10.16,100,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2004-03-25,5,NA,0,7.5,3.3,4.71,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2004-03-27,NA,NA,0,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2004-03-29,NA,NA,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2004-03-29,0,NA,0,7.2,16.1,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2004-03-29,0,NA,0,7.2,13.6,4.81,NA,100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2004-03-30,NA,NA,0,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2004-04-05,1,4,1,3.3,13.6,7.14,NA,NA,1,NA,50,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2004-04-05,1,4,1,3.3,10,4.48,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2004-04-05,1,4,1,3.3,10.6,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2004-04-05,1,4,1,3.3,8.3,4.74,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2004-04-06,0,5,0,8.9,16.4,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2004-04-08,2,NA,0,3.3,10.8,5.77,NA,NA,NA,NA,100,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2004-04-08,NA,NA,0,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2004-04-08,2,NA,0,3.3,10.3,4.74,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2004-04-09,2,NA,0,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2004-04-09,2,NA,0,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2004-04-15,2,5,1,11.1,18.3,6.55,NA,NA,1,NA,75,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Talus,2004-04-20,0,NA,NA,12.8,7.5,6.53,88,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2004-04-21,2,4,0,15,12.8,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2004-04-27,0,NA,1,13.3,12.8,4.78,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2004-05-13,0,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2004-05-27,NA,NA,1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2004-05-28,5,NA,1,15.6,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2004-05-28,6,NA,NA,15.6,17.5,4.84,126,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2005-03-29,5,NA,1,4.4,4.4,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Terrace,2005-04-02,NA,NA,1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2005-04-06,2,NA,0,14.4,21.7,6.76,NA,NA,NA,NA,50,Duckweed,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2005-04-06,2,NA,0,14.4,11.1,6.31,NA,NA,NA,NA,10,Algae,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2005-04-06,2,NA,0,14.4,10.6,4.5,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2005-04-06,2,NA,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2005-04-06,2,NA,0,14.4,10,4.64,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2005-04-06,2,NA,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2005-04-08,1,NA,0,11.9,18.9,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2005-04-08,1,NA,0,11.9,17.5,6.38,NA,NA,NA,NA,15,Sedge,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2005-04-08,2,NA,0,11.9,22.2,6.73,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NorthMudPond,2005-04-08,2,NA,0,11.9,14.4,4.67,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2005-04-08,2,NA,0,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2005-04-13,0,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace,2005-04-13,0,NA,0,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SleepyHollow,2005-04-13,0,NA,0,5.6,13.9,6.21,34.76,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Oakwood,2005-04-15,0,NA,0,14.4,22.2,6.82,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2005-04-18,0,NA,0,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2005-04-21,1,NA,0,4.4,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2005-04-21,1,NA,0,4.4,15.6,4.74,129.68,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2005-04-29,0,NA,1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2005-05-19,1,NA,0,17.2,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2005-05-19,1,NA,0,17.2,17.2,4.85,132,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2005-05-26,2,NA,1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2005-05-31,1,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-02-02,2,NA,NA,2.2,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-02-02,2,NA,NA,2.2,3.1,4.67,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonticou,2006-02-03,1,NA,0,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-02-24,1,4,NA,-2.2,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-02-24,1,4,NA,-2.2,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-03-14,1,4,1,12.2,11.1,4.83,69,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-03-14,1,4,NA,12.2,4.2,5.07,138,NA,NA,90,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,2006-03-15,8,3,1,2.8,6.7,6.24,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canaan,2006-03-16,1,NA,0,3.3,2.8,6.1,55,NA,0,50,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-03-16,2,7,0,0.3,7.8,4.71,63,NA,NA,90,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-03-16,2,7,NA,0.3,6.1,4.92,138,NA,NA,10,NA,,,NA,NA,NA,NA,NA,NA,NA
Hermits,2006-03-27,0,NA,1,10.6,16.9,4.6,57,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
NorthMudPond,2006-03-27,0,NA,1,10.6,11.1,4.94,126,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
Bonticou,2006-03-28,1,NA,0,10,13.9,6.51,NA,25,NA,NA,15,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandPool,2006-03-28,1,NA,0,6.7,13.9,6.02,NA,25,0,NA,100,Algae,NA,NA,NA,NA,NA,NA,NA,NA
LongWoodlandSwamp,2006-03-28,1,NA,NA,10,13.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakwood,2006-03-28,1,NA,0,10,15.3,6.32,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
